loan_status,loan_amnt,term,int_rate,installment,annual_inc,home_ownership,verification_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,application_type,tot_hi_cred_lim,avg_cur_bal,bc_open_to_buy,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_op_rev_tl,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies
Fully Paid,24500.0, 36 months,21.71,931.99,109960.09,RENT,Source Verified,debt_consolidation,AK,8.68,0,700.0,7,0,8381.82,23,w,Individual,44088.08,2739.66,5530.64,0,237.4,40.7,7.4,1,27.2,4,9,4,6,10,99.4,73.6,0
Fully Paid,8000.0, 60 months,26.96,244.09,158790.09,MORTGAGE,Verified,debt_consolidation,OR,14.75,2,680.0,8,0,5016.84,26,f,Individual,338864.74,108805.18,4396.51,0,160.3,4.9,8.2,4,12.2,2,2,4,7,3,85.0,38.1,0
Fully Paid,23000.0, 36 months,16.69,816.47,61536.33,MORTGAGE,Not Verified,debt_consolidation,OK,17.1,0,785.0,10,0,5277.46,24,f,Individual,36369.6,3427.08,5308.42,0,141.9,9.9,2.0,2,28.1,5,8,7,9,8,95.0,37.6,0
Fully Paid,18500.0, 36 months,19.76,685.27,139419.46,RENT,Source Verified,debt_consolidation,VA,14.68,0,740.0,10,2,5018.85,21,f,Individual,39716.85,2741.23,968.47,0,214.4,10.7,0.8,0,17.9,6,12,10,14,13,96.3,37.5,0
Fully Paid,30000.0, 60 months,24.17,866.0,34227.47,MORTGAGE,Verified,medical,VA,19.18,0,720.0,9,0,33561.79,20,w,Joint App,78808.97,7527.69,1131.21,0,101.7,7.3,12.7,2,9.4,0,2,1,3,3,97.4,34.3,0
Charged Off,40000.0, 36 months,29.28,1682.33,59709.78,MORTGAGE,Source Verified,credit_card,VT,25.22,0,660.0,12,1,3255.42,30,w,Individual,79383.6,6545.68,19945.33,0,156.3,11.3,13.8,1,10.3,3,3,5,8,4,98.9,58.0,1
Charged Off,25574.43474115994, 60 months,28.15,798.6,44989.81,MORTGAGE,Source Verified,car,NC,18.16,0,705.0,16,0,3582.55,26,f,Individual,114594.99,28277.15,0.0,0,234.9,12.1,9.0,3,34.2,4,5,6,7,5,99.2,89.6,0
Fully Paid,13500.0, 36 months,23.77,528.01,26239.61,RENT,Verified,debt_consolidation,AK,12.52,1,685.0,14,1,10581.65,25,w,Individual,34461.95,3927.14,594.88,0,228.8,17.0,13.9,1,3.8,6,9,8,11,12,75.1,20.4,1
Fully Paid,10000.0, 36 months,22.71,385.59,94737.97,RENT,Source Verified,credit_card,FL,27.94,0,675.0,16,0,21330.55,36,w,Individual,95212.93,10895.31,1803.3,0,281.9,8.5,11.1,0,9.9,4,6,5,8,6,99.7,17.7,0
Fully Paid,36500.0, 36 months,19.12,1340.16,41058.15,RENT,Verified,credit_card,MS,15.18,0,730.0,8,0,10134.18,21,w,Individual,101618.79,16871.07,1794.01,0,151.9,12.1,2.5,0,32.1,7,10,8,13,12,96.7,40.8,0
Fully Paid,32500.0, 36 months,13.37,1100.85,93402.72,OWN,Not Verified,debt_consolidation,MI,19.72,2,775.0,6,0,16524.91,20,w,Joint App,79189.37,6873.93,2830.4,0,169.0,7.3,15.1,0,15.5,4,6,5,7,6,78.8,33.7,0
Fully Paid,16500.0, 36 months,21.14,622.83,38228.54,MORTGAGE,Not Verified,debt_consolidation,DC,5.54,0,735.0,16,0,23587.19,28,w,Individual,29408.87,2710.77,989.57,0,177.3,3.0,11.9,2,32.6,3,5,4,7,7,99.1,73.6,0
Charged Off,36366.91612904124, 36 months,25.46,1454.8,18251.9,MORTGAGE,Source Verified,credit_card,ND,37.77,0,660.0,13,0,11197.87,25,w,Individual,45776.58,2144.55,525.48,0,226.7,7.0,7.4,2,16.4,0,5,1,2,7,95.7,44.7,0
Fully Paid,21000.0, 36 months,24.94,834.29,45970.65,RENT,Not Verified,credit_card,NV,21.08,0,690.0,9,0,18156.95,18,f,Individual,29031.72,1288.79,8956.36,0,189.2,24.4,4.6,0,29.4,3,7,4,9,9,98.6,27.3,0
Fully Paid,34500.0, 36 months,18.06,1248.3,143321.45,MORTGAGE,Verified,vacation,IN,0.0,0,760.0,10,0,5576.17,24,w,Joint App,109900.89,20488.47,8942.96,0,138.8,34.4,14.4,3,12.7,2,2,2,5,6,96.4,56.4,0
Fully Paid,13000.0, 36 months,17.9,469.33,65910.07,MORTGAGE,Verified,debt_consolidation,VA,8.6,0,750.0,7,0,10326.8,21,w,Individual,21475.44,2781.76,5350.83,0,153.2,6.0,11.4,2,10.5,2,5,2,3,6,99.0,42.9,0
Fully Paid,10500.0, 36 months,20.34,392.04,74845.43,RENT,Source Verified,debt_consolidation,ID,11.08,0,730.0,12,2,5847.44,26,f,Individual,34679.76,6941.97,2836.81,0,154.8,11.6,5.9,0,10.0,6,9,7,9,11,98.6,64.9,1
Fully Paid,34500.0, 60 months,25.87,1030.29,80078.33,MORTGAGE,Verified,debt_consolidation,MN,31.74,0,700.0,12,1,3834.58,21,w,Individual,149641.96,16394.77,1060.32,0,158.2,29.1,6.7,3,30.4,2,10,4,8,12,96.1,31.9,1
Fully Paid,19000.0, 60 months,30.5,620.56,78129.48,MORTGAGE,Not Verified,debt_consolidation,CO,38.66,0,660.0,8,0,11153.88,26,f,Individual,39508.1,2635.15,3440.34,0,116.3,6.0,5.3,2,38.1,8,14,8,12,18,97.9,17.9,0
Fully Paid,34500.0, 36 months,15.62,1206.46,247271.04,MORTGAGE,Verified,debt_consolidation,VT,21.72,0,780.0,13,0,3152.4,29,w,Individual,89396.51,9101.34,2503.91,0,173.5,11.4,3.0,2,17.4,7,7,8,8,10,98.3,69.8,0
Charged Off,2359.2332328881694, 60 months,29.0,74.89,52732.97,RENT,Verified,medical,MS,31.81,0,675.0,12,0,8458.13,27,f,Individual,8890.97,1795.35,0.0,0,137.0,7.6,9.4,0,2.4,3,5,4,7,11,99.2,49.6,0
Fully Paid,29500.0, 36 months,18.87,1079.41,21191.63,RENT,Source Verified,debt_consolidation,IL,27.81,0,735.0,11,0,4205.05,24,f,Individual,161025.25,20215.85,1054.34,0,177.3,17.4,1.5,2,9.2,1,4,2,4,6,96.0,11.0,0
Fully Paid,36500.0, 60 months,22.82,1025.18,57426.32,MORTGAGE,Not Verified,home_improvement,WY,7.84,0,755.0,8,0,90121.74,19,w,Joint App,74211.93,7877.85,3699.28,0,149.3,5.1,0.9,4,24.3,1,2,1,7,2,97.0,36.5,0
Fully Paid,6000.0, 36 months,17.8,216.31,76451.78,RENT,Not Verified,debt_consolidation,IA,16.58,0,740.0,9,0,16288.06,31,w,Individual,57540.25,8869.38,5967.02,0,194.7,7.2,0.5,0,9.6,4,5,8,10,6,95.4,54.3,0
Fully Paid,20000.0, 36 months,18.9,732.11,32223.06,RENT,Verified,debt_consolidation,IA,16.46,0,750.0,16,0,23279.78,25,w,Joint App,58660.4,5701.39,2419.51,0,108.0,3.5,4.8,0,4.3,6,9,8,10,9,97.4,80.9,0
Fully Paid,20500.0, 36 months,16.75,728.33,62649.6,RENT,Source Verified,debt_consolidation,CT,28.95,0,730.0,8,0,14351.31,20,w,Individual,32638.49,3697.38,8727.25,0,176.5,7.4,14.2,0,18.9,2,5,4,8,7,96.8,51.0,0
Fully Paid,34500.0, 36 months,20.9,1298.02,63168.06,MORTGAGE,Source Verified,credit_card,MI,35.02,0,690.0,13,0,4577.13,32,f,Individual,193517.4,44805.78,10306.11,0,109.7,22.6,5.1,2,19.9,1,5,1,5,5,98.3,74.9,0
Charged Off,14806.003788951362, 60 months,29.79,477.12,171841.21,MORTGAGE,Not Verified,debt_consolidation,WY,41.34,0,660.0,8,0,28397.39,17,f,Individual,105314.81,27751.92,5513.07,0,121.2,5.8,4.9,3,17.3,3,5,6,7,6,96.0,69.6,0
Fully Paid,39000.0, 36 months,19.41,1437.68,47076.33,MORTGAGE,Source Verified,credit_card,MN,21.44,0,750.0,8,0,21866.06,26,w,Individual,62196.63,4375.62,19309.98,0,195.1,3.7,17.3,3,19.0,3,5,3,6,5,97.3,43.0,0
Fully Paid,37500.0, 60 months,22.45,1045.33,135570.78,MORTGAGE,Not Verified,vacation,WA,20.48,1,705.0,5,0,55224.54,21,w,Individual,55758.15,2319.46,2042.67,0,200.1,10.0,3.7,2,14.9,5,6,8,11,10,89.5,39.6,0
Fully Paid,30000.0, 36 months,20.84,1127.79,66511.28,MORTGAGE,Verified,debt_consolidation,TX,13.43,0,720.0,13,1,10609.19,29,w,Individual,115023.3,14260.36,1611.5,0,214.1,6.6,5.6,5,24.2,5,7,5,9,11,97.7,16.6,0
Fully Paid,39500.0, 36 months,18.8,1443.92,127907.42,RENT,Source Verified,credit_card,VA,17.71,0,740.0,13,0,9712.27,30,w,Individual,80903.64,7631.22,904.45,0,240.6,19.1,1.2,1,11.5,3,4,3,5,8,96.0,57.1,0
Charged Off,37153.75586878099, 60 months,30.99,1224.74,134215.02,RENT,Source Verified,debt_consolidation,HI,31.56,0,685.0,14,0,20495.43,31,w,Individual,119214.48,12943.88,6223.8,0,239.8,5.7,11.3,0,34.6,3,7,4,5,8,99.0,33.3,0
Fully Paid,21500.0, 36 months,24.62,850.52,93693.99,RENT,Not Verified,debt_consolidation,ND,25.3,0,695.0,10,0,16421.02,23,w,Individual,202801.92,34525.68,16704.51,0,125.4,5.5,3.5,0,13.0,2,7,4,7,10,96.7,29.9,0
Charged Off,8672.328341020086, 60 months,25.23,255.72,52189.09,MORTGAGE,Not Verified,credit_card,LA,27.18,2,725.0,17,0,26052.85,32,f,Individual,17064.04,2522.44,2019.38,0,129.8,0.4,9.4,3,20.3,3,4,3,6,5,93.1,67.4,0
Fully Paid,22000.0, 36 months,19.22,808.88,154284.68,OWN,Not Verified,debt_consolidation,KY,10.03,0,730.0,10,0,4520.89,20,w,Individual,32199.98,1420.36,6790.29,0,176.6,22.7,8.4,1,44.3,5,9,6,8,10,98.9,53.2,0
Charged Off,11789.778533423716, 60 months,26.84,358.88,20928.66,RENT,Not Verified,debt_consolidation,NY,38.96,2,725.0,13,0,6495.38,23,f,Individual,21022.12,2456.83,5613.91,0,148.4,18.8,22.3,0,2.5,2,2,3,3,2,89.1,39.6,0
Fully Paid,28000.0, 36 months,19.89,1039.01,81847.62,MORTGAGE,Not Verified,debt_consolidation,MN,21.22,0,730.0,10,2,8155.96,26,f,Individual,38025.99,1628.07,2166.52,0,131.5,9.2,1.9,4,31.4,8,9,8,9,10,95.8,90.0,1
Fully Paid,15000.0, 36 months,23.44,584.09,32526.94,RENT,Not Verified,house,HI,18.91,0,715.0,8,0,35489.23,19,w,Individual,910973.92,125501.93,8085.86,0,112.5,0.3,30.8,1,4.3,5,8,7,9,10,96.2,36.5,0
Fully Paid,2000.0, 36 months,24.88,79.39,122996.32,MORTGAGE,Verified,house,MA,24.84,0,665.0,12,1,17714.19,22,w,Individual,18601.07,2328.14,12365.23,0,120.8,7.4,2.3,3,6.5,5,7,8,13,8,96.1,37.3,1
Fully Paid,8500.0, 36 months,21.99,324.57,77959.66,RENT,Not Verified,debt_consolidation,OH,11.79,0,700.0,7,0,7379.25,15,w,Joint App,60019.97,9964.8,3172.62,0,200.1,15.9,2.9,1,14.5,2,6,2,8,8,99.9,34.8,0
Fully Paid,19500.0, 36 months,25.71,782.66,69769.98,MORTGAGE,Verified,debt_consolidation,CA,10.97,1,660.0,16,0,6666.32,39,f,Individual,143515.49,34962.67,21224.21,0,215.3,39.2,5.5,2,18.4,3,6,7,7,6,79.3,40.3,0
Fully Paid,36000.0, 36 months,20.09,1339.54,57496.77,RENT,Not Verified,other,LA,14.08,0,730.0,11,0,6581.29,24,w,Individual,56202.21,2800.21,22067.63,0,183.8,8.1,2.5,0,1.2,4,7,7,14,7,95.3,78.1,0
Fully Paid,5500.0, 36 months,22.59,211.73,113535.02,RENT,Source Verified,debt_consolidation,MO,8.62,1,695.0,10,0,7624.96,24,f,Individual,18821.3,4110.48,21789.95,200,166.8,4.5,16.9,2,37.0,0,1,1,3,4,82.3,14.8,0
Charged Off,19651.270693599687, 36 months,27.38,806.28,16954.76,OWN,Source Verified,credit_card,CO,23.5,0,680.0,10,0,9521.99,33,f,Individual,101980.16,11553.32,1146.67,0,219.1,6.6,9.7,0,2.0,3,8,4,7,9,98.9,14.2,0
Fully Paid,5500.0, 36 months,19.74,203.67,251880.11,MORTGAGE,Verified,credit_card,SD,0.0,0,735.0,6,0,19228.43,27,w,Individual,134690.47,37595.25,1528.4,0,225.2,9.8,5.4,4,7.7,5,9,8,10,11,98.3,44.5,0
Fully Paid,15500.0, 36 months,23.15,601.21,66669.46,OWN,Source Verified,medical,VA,13.14,1,690.0,10,0,6153.43,26,w,Joint App,31941.26,2794.59,22953.35,0,191.5,14.6,7.0,0,42.5,5,8,6,9,8,77.4,23.4,0
Charged Off,36785.17441743963, 60 months,30.99,1212.59,23273.56,RENT,Not Verified,debt_consolidation,WV,5.77,0,660.0,15,0,24989.69,29,w,Individual,63141.19,5266.64,3423.03,0,108.2,12.5,5.9,1,19.1,3,4,4,4,4,97.0,82.6,0
Fully Paid,20000.0, 36 months,16.92,712.26,13242.35,MORTGAGE,Source Verified,credit_card,NJ,15.01,0,785.0,15,0,29986.7,26,w,Individual,95937.35,15863.48,1272.67,0,119.9,2.2,4.5,5,8.6,1,5,3,7,7,99.8,18.0,0
Fully Paid,30500.0, 60 months,23.17,862.79,65553.86,MORTGAGE,Verified,vacation,UT,15.38,0,695.0,7,3,8622.35,28,w,Individual,68059.89,5553.0,6244.9,0,164.2,19.7,14.6,3,4.4,2,6,3,4,8,98.2,76.2,1
Fully Paid,34000.0, 36 months,21.9,1296.72,84935.19,MORTGAGE,Verified,debt_consolidation,TN,27.16,0,695.0,9,0,8954.07,20,w,Individual,563815.26,71683.88,1032.15,0,250.5,31.3,4.0,3,6.3,5,5,6,9,5,99.4,33.3,0
Charged Off,26634.764666148476, 36 months,24.98,1058.71,66070.27,MORTGAGE,Source Verified,debt_consolidation,NE,24.94,0,695.0,10,1,13673.14,20,w,Individual,132924.01,25962.9,1544.42,0,248.3,4.4,6.9,1,21.1,5,8,7,9,10,95.7,72.9,1
Charged Off,28515.825147869356, 36 months,24.93,1132.73,21104.81,RENT,Source Verified,credit_card,MS,15.89,1,705.0,12,0,7570.79,25,f,Individual,49335.68,5870.81,0.0,0,232.6,4.0,3.7,0,7.2,0,3,1,2,5,86.7,56.6,0
Fully Paid,24000.0, 36 months,19.12,881.2,32878.24,MORTGAGE,Source Verified,debt_consolidation,MS,13.91,0,735.0,12,0,30350.6,24,w,Individual,28864.9,833.58,3802.86,0,245.9,6.5,7.0,1,13.7,4,6,5,8,8,99.2,21.0,0
Fully Paid,22500.0, 60 months,22.37,626.17,176570.38,RENT,Not Verified,home_improvement,NH,29.37,0,750.0,15,0,10623.49,26,w,Individual,446073.53,74428.85,9186.66,0,162.9,4.2,0.9,0,20.6,4,5,6,11,7,98.7,48.9,0
Fully Paid,16000.0, 60 months,26.47,483.51,26657.62,MORTGAGE,Source Verified,small_business,VA,7.94,0,695.0,11,0,12343.8,24,w,Individual,55837.97,8333.67,7205.18,0,151.0,9.7,6.3,4,30.6,4,5,5,7,7,95.3,55.1,0
Charged Off,8543.74178678572, 60 months,29.33,272.91,58241.4,RENT,Source Verified,home_improvement,OK,40.67,0,710.0,11,0,9893.62,28,w,Individual,156421.35,39359.04,24600.92,0,210.9,13.5,10.9,1,21.3,4,9,6,8,12,95.1,64.7,0
Fully Paid,9500.0, 36 months,20.58,355.87,56930.03,MORTGAGE,Verified,debt_consolidation,PA,20.77,0,745.0,18,1,2939.59,25,f,Individual,272001.55,46490.4,2919.75,0,323.8,7.4,13.6,5,2.0,0,2,1,3,9,99.6,80.9,1
Fully Paid,5500.0, 60 months,23.53,156.73,51619.31,MORTGAGE,Not Verified,debt_consolidation,ND,6.18,0,745.0,13,0,47945.01,24,f,Individual,18049.7,3890.66,7235.39,0,326.2,8.5,5.3,0,47.3,5,9,5,8,11,99.7,87.7,0
Charged Off,31703.603335418557, 60 months,28.53,997.28,45338.37,RENT,Not Verified,credit_card,AR,13.69,0,705.0,10,0,8140.39,21,f,Individual,62883.02,7563.19,16592.58,0,150.2,2.8,2.1,1,16.2,2,6,3,5,9,98.6,33.8,0
Fully Paid,6500.0, 36 months,26.91,265.05,51496.35,MORTGAGE,Not Verified,other,IN,24.27,0,670.0,7,0,2851.04,15,w,Joint App,75803.55,13830.06,14794.09,0,184.1,2.0,2.7,2,23.2,5,9,5,11,14,99.9,50.7,0
Charged Off,40000.0, 60 months,28.34,1253.65,37331.49,RENT,Not Verified,debt_consolidation,WV,28.78,0,695.0,12,0,6543.42,22,w,Individual,49584.04,2783.47,0.0,0,212.5,10.0,2.6,4,3.6,4,6,5,7,6,95.0,35.4,0
Charged Off,19462.741272009825, 36 months,22.65,749.85,103687.52,RENT,Source Verified,credit_card,MA,26.16,0,715.0,6,0,4702.32,22,w,Individual,286178.73,40042.18,3680.4,0,167.4,27.9,10.4,1,29.0,3,3,5,6,3,96.8,50.4,0
Fully Paid,19000.0, 60 months,23.58,541.97,56248.33,RENT,Source Verified,small_business,DC,18.18,0,740.0,5,1,68239.93,21,w,Individual,266910.88,34072.47,2294.01,0,115.7,19.6,5.9,2,5.2,3,6,3,8,9,96.8,31.8,1
Fully Paid,29500.0, 36 months,16.2,1040.05,33119.84,MORTGAGE,Source Verified,debt_consolidation,LA,16.31,0,780.0,8,0,32527.09,25,w,Individual,93876.74,12235.5,17447.82,0,149.0,5.8,5.9,0,51.7,4,5,4,9,6,97.5,48.0,0
Fully Paid,38500.0, 36 months,22.38,1477.91,69249.9,RENT,Not Verified,home_improvement,TN,10.58,0,685.0,17,0,17805.04,33,w,Individual,448455.98,78279.16,848.07,0,164.5,13.3,7.8,2,9.9,5,6,6,9,6,95.7,21.7,0
Fully Paid,9000.0, 36 months,20.14,335.11,36745.38,MORTGAGE,Source Verified,credit_card,OH,20.5,0,705.0,10,2,345.19,26,w,Individual,65938.63,9786.7,2638.33,0,184.7,6.4,1.6,1,14.5,2,2,3,7,3,97.8,49.7,2
Charged Off,3187.3951280210804, 36 months,30.99,137.04,26724.55,MORTGAGE,Verified,credit_card,TX,36.25,1,660.0,13,0,19347.72,27,w,Joint App,35360.2,4457.58,6988.4,0,199.0,8.9,0.6,2,3.9,7,10,9,12,11,79.1,62.6,0
Fully Paid,18000.0, 36 months,15.83,631.32,188322.4,OWN,Source Verified,credit_card,SD,16.94,0,740.0,15,0,1652.22,30,w,Individual,40625.46,2987.68,2556.48,0,217.0,19.6,10.5,1,8.4,3,4,4,8,7,96.4,36.3,0
Charged Off,7077.79488963083, 36 months,28.56,294.91,48095.08,MORTGAGE,Not Verified,debt_consolidation,AL,24.73,0,660.0,12,0,14369.28,27,f,Individual,16819.0,1313.81,0.0,0,260.7,14.2,10.8,2,8.1,2,7,3,8,10,98.8,46.2,0
Fully Paid,34000.0, 36 months,20.65,1274.85,31878.05,RENT,Not Verified,debt_consolidation,VA,25.92,0,680.0,9,0,62855.05,29,f,Individual,335805.21,53893.54,1900.12,0,222.3,23.2,6.4,1,44.5,6,8,8,9,11,97.2,68.7,0
Fully Paid,36500.0, 36 months,20.26,1361.31,68397.3,OWN,Verified,debt_consolidation,TX,12.77,0,740.0,15,1,3523.93,25,w,Individual,147592.67,32831.07,2784.0,0,135.8,15.3,11.9,0,9.2,4,5,7,9,8,99.2,30.5,1
Fully Paid,39000.0, 36 months,23.55,1520.88,76227.8,MORTGAGE,Verified,debt_consolidation,GA,20.7,1,710.0,10,0,14777.44,21,w,Individual,51239.7,2869.62,5824.95,0,230.8,21.7,2.3,6,29.1,4,6,5,7,8,81.1,50.7,0
Fully Paid,34500.0, 36 months,24.04,1354.26,63920.96,MORTGAGE,Source Verified,debt_consolidation,LA,24.0,0,695.0,4,0,17011.58,15,w,Individual,57638.13,6593.73,30608.96,0,190.9,10.4,17.1,4,37.7,4,6,5,6,8,95.8,13.8,0
Fully Paid,25500.0, 36 months,23.27,990.69,53236.26,RENT,Source Verified,debt_consolidation,AL,10.96,0,690.0,7,0,3761.57,20,w,Individual,91943.8,13380.26,5349.57,0,188.2,16.9,6.6,0,15.7,4,9,7,11,13,95.6,60.7,0
Fully Paid,38000.0, 36 months,20.14,1414.93,29681.42,MORTGAGE,Source Verified,debt_consolidation,SD,6.16,0,700.0,18,0,86243.09,31,f,Individual,77880.65,10538.58,1681.79,0,123.2,9.5,9.6,4,25.7,2,4,3,8,5,99.4,29.3,0
Fully Paid,36000.0, 36 months,17.97,1300.94,55817.16,MORTGAGE,Verified,debt_consolidation,SC,15.28,0,695.0,13,0,2590.54,28,f,Individual,39065.4,658.88,7604.32,0,200.0,6.2,1.7,0,12.4,3,6,4,9,9,96.3,6.4,0
Fully Paid,23500.0, 36 months,21.8,895.05,43648.16,RENT,Not Verified,debt_consolidation,OH,24.47,0,705.0,13,0,27197.2,26,f,Joint App,207563.59,28434.97,18280.14,0,225.0,22.6,5.3,0,6.6,1,2,7,8,5,98.7,39.7,0
Fully Paid,30000.0, 36 months,18.22,1087.89,67554.68,MORTGAGE,Not Verified,debt_consolidation,NE,4.72,0,770.0,10,0,1596.16,25,w,Individual,199931.95,23505.63,2036.05,0,221.7,18.1,3.0,2,16.8,2,9,5,7,9,96.6,42.6,0
Fully Paid,25500.0, 36 months,14.79,881.35,96252.81,MORTGAGE,Not Verified,moving,AK,19.26,0,760.0,10,0,10934.74,27,f,Individual,522031.62,66162.16,988.49,0,143.9,4.0,8.8,2,10.6,3,7,5,8,8,99.0,29.7,0
Fully Paid,5000.0, 36 months,20.61,187.38,228301.21,MORTGAGE,Not Verified,home_improvement,VT,15.62,0,705.0,11,0,16438.15,21,f,Individual,89600.96,11032.61,869.02,0,114.8,10.7,4.1,1,16.6,5,7,6,8,8,95.7,47.5,0
Fully Paid,4500.0, 36 months,17.4,161.33,121010.61,MORTGAGE,Source Verified,credit_card,CT,15.3,0,740.0,9,0,8718.32,17,f,Individual,117791.63,27009.74,16033.28,0,105.9,12.5,24.1,0,17.6,5,8,7,12,8,98.7,65.2,0
Fully Paid,27000.0, 36 months,17.38,967.74,12524.52,MORTGAGE,Not Verified,debt_consolidation,IA,19.76,0,740.0,7,0,23610.55,16,f,Individual,279731.32,31994.31,3230.61,0,155.7,17.0,7.1,2,14.2,2,3,3,6,7,95.2,6.8,0
Fully Paid,16000.0, 36 months,24.97,635.9,84503.39,MORTGAGE,Source Verified,credit_card,SD,2.78,1,670.0,10,0,48819.78,20,f,Individual,39360.91,6156.24,2513.92,0,109.5,2.8,17.1,3,5.8,4,5,7,10,10,72.7,34.5,0
Fully Paid,27000.0, 36 months,24.84,1071.23,195878.59,MORTGAGE,Not Verified,credit_card,CT,27.32,0,680.0,20,0,2406.1,33,w,Individual,73856.27,6684.54,2573.43,0,169.1,8.2,7.5,2,32.2,1,3,2,2,7,95.1,70.0,0
Fully Paid,20500.0, 36 months,22.48,788.0,66662.62,MORTGAGE,Verified,debt_consolidation,MI,9.63,0,685.0,10,0,8249.76,21,w,Individual,70409.45,8139.3,10021.97,0,139.1,35.3,0.8,0,13.0,6,11,7,8,13,98.2,47.9,0
Fully Paid,33500.0, 60 months,19.76,883.08,201014.08,OWN,Source Verified,debt_consolidation,TN,20.29,0,740.0,12,0,5484.62,26,w,Individual,61893.51,4721.87,2692.71,0,305.2,16.2,4.0,0,18.6,5,8,8,12,10,96.5,59.6,0
Fully Paid,17500.0, 36 months,24.79,693.85,35666.77,MORTGAGE,Source Verified,credit_card,AZ,23.17,0,665.0,10,0,5455.8,37,f,Joint App,46072.53,5141.08,8588.17,0,215.8,13.9,4.7,4,10.6,4,6,5,8,6,96.3,12.6,0
Charged Off,30345.067642011454, 36 months,30.14,1290.52,30626.49,RENT,Verified,debt_consolidation,FL,34.92,1,660.0,10,0,21692.04,18,w,Individual,143262.33,15119.28,1281.91,0,101.3,1.1,9.1,0,9.8,0,3,4,6,6,72.2,85.5,0
Fully Paid,9500.0, 36 months,20.11,353.59,65521.91,RENT,Source Verified,credit_card,ID,16.91,0,715.0,13,0,10558.06,30,w,Individual,36366.99,5420.11,379.82,0,232.8,18.7,8.2,1,26.7,2,4,4,8,5,99.7,60.1,0
Charged Off,39550.58566229409, 60 months,30.99,1303.75,49265.15,RENT,Source Verified,credit_card,OR,10.07,1,660.0,11,2,19884.41,22,f,Individual,72543.83,4597.39,10826.62,0,213.4,3.8,0.7,0,5.6,2,4,3,8,10,85.1,19.6,1
Charged Off,27128.883810716343, 60 months,27.75,840.59,93326.8,OWN,Not Verified,debt_consolidation,IN,8.98,0,705.0,15,0,48195.42,26,f,Individual,47159.81,3971.6,0.0,0,280.8,11.8,8.7,0,17.1,2,2,6,11,5,97.5,52.3,0
Fully Paid,24500.0, 60 months,24.73,715.23,73222.68,MORTGAGE,Verified,debt_consolidation,TX,28.04,0,695.0,11,0,19777.19,22,w,Individual,29032.02,809.93,3297.74,0,208.5,2.5,2.3,2,3.9,2,3,4,5,6,98.3,21.7,0
Fully Paid,39000.0, 60 months,27.57,1204.2,68130.33,RENT,Verified,debt_consolidation,MS,12.45,0,690.0,11,0,31866.4,21,f,Individual,96156.57,12305.3,47412.4,0,172.0,14.1,6.4,0,20.2,2,2,5,6,2,99.6,22.7,0
Charged Off,18725.770108390352, 36 months,28.4,778.62,270921.35,RENT,Source Verified,moving,OK,19.29,0,670.0,13,0,6750.37,21,f,Individual,30595.74,2193.77,0.0,0,258.6,14.6,7.0,1,7.5,4,4,8,12,6,99.0,78.8,0
Fully Paid,25000.0, 36 months,18.66,912.11,44115.44,MORTGAGE,Verified,debt_consolidation,MI,7.6,0,725.0,12,0,18704.07,23,f,Individual,136891.76,24570.46,81529.35,0,179.5,12.9,4.5,4,21.4,9,13,12,17,16,99.2,30.5,0
Fully Paid,4500.0, 60 months,25.57,133.59,168996.03,MORTGAGE,Verified,debt_consolidation,MA,13.93,0,700.0,12,0,4760.79,26,f,Individual,1904779.17,289073.2,7173.12,0,130.6,5.5,2.7,3,18.1,3,5,4,4,5,99.6,19.9,0
Fully Paid,37500.0, 36 months,16.31,1324.14,95812.22,MORTGAGE,Verified,debt_consolidation,NV,32.02,0,760.0,9,0,10742.93,27,w,Individual,98331.88,8430.37,5649.44,0,157.1,5.9,8.1,0,18.7,3,5,4,6,7,99.8,36.2,0
Fully Paid,23500.0, 36 months,14.17,805.12,57626.93,MORTGAGE,Verified,home_improvement,MO,17.48,1,775.0,9,0,9147.57,21,f,Individual,57192.03,7691.09,6460.27,1500,197.2,12.1,8.5,4,15.4,1,1,1,2,4,94.7,2.2,0
Fully Paid,6000.0, 36 months,22.18,229.7,86528.71,RENT,Not Verified,debt_consolidation,MI,10.33,0,675.0,11,0,26395.73,26,w,Individual,70497.64,13296.47,1481.8,0,223.2,28.6,10.3,0,0.9,2,4,4,4,7,96.5,62.7,0
Charged Off,27494.876651366536, 60 months,30.87,904.3,31843.97,OWN,Source Verified,other,NM,31.42,0,700.0,15,0,3226.36,24,f,Individual,167439.6,39979.09,9133.53,0,125.0,27.3,8.3,0,14.0,2,4,4,4,8,95.5,65.6,0
Fully Paid,9500.0, 60 months,24.66,276.95,77346.85,MORTGAGE,Source Verified,debt_consolidation,WA,0.0,0,725.0,9,0,4110.65,21,w,Individual,44036.73,9855.43,8278.11,0,179.4,7.9,0.5,7,10.3,3,7,6,10,10,99.9,75.7,0
